text	label
el aburrimiento dan ganas hasta llorar        	sadness
hacen sentir especial              	joy
como estar enferma              	sadness
"por dicen "" recuerdo ""  no      "	sadness
veces tengo tan bien corazon por eso estare sin cel	joy
lo mal q m siento          	sadness
se terminan vacaciones  donde saco ganas para volver cursar	sadness
favor del aborto clandestino            	anger
estas alturas y yo sigo poniendo mal x lo mismo	sadness
ganas un helado              	sadness
mi familia e cool en dosis pequenas      	joy
extrano estar con mi familia          	sadness
? como                	anger
tal vez no te pienso pero no te olvido tal	sadness
hacen los ahi por favor          	anger
ojala sea posible              	joy
ya no puedo esperar para ser independiente y subir mi	joy
dia lpm y yo aca          	sadness
igual todo lo              	joy
y otro para fran            	joy
hoy va ser un gran dia        	joy
estaba muy y fui al mall y di cuenta ropa	joy
envidia da gente come y no un verdad    	joy
e poco                	anger
esta en oreja  ke          	joy
por mas intento estar ya no puedo      	sadness
quiero ver jimin con el pijama porque se super tierno	sadness
padre manana entran los nuevos al lo yo por estar	sadness
hola te extrane nada            	anger
voy seguir                	anger
por aca todo              	anger
no quiero entrar escuela            	sadness
seguir sufriendo entonces              	sadness
bien cae gente entiende como se usa twitter    	joy
un dia eres joven y el siguiente te mal por	joy
bonito e saber razon  ahora si se venga paz	joy
yo lo se e esta foto va partir el alma	sadness
no olviden los se han en esta      	joy
eran 6 ahora son 9          	sadness
mi accion buena del dia fue darle comer los perros	anger
chido e en tu calle un puesto dulces y  	joy
ganas dormir con negra            	sadness
siento si esto sigue asi seria una mentira para los	sadness
el mismo error constante un paso adelante y do atras	sadness
no los leo los buenos dia  ptm ya tengo	joy
laura gustaria mi mejor amigo ser mi mejor amigo  	sadness
tierra trague y en alguna piscina        	sadness
hoy e uno esos dias en los no ganas salir	joy
no hay nada para el calor con una y peli	joy
para voy repetir lo mismo dije semana pasada    	sadness
cara                  	sadness
siempre quise tener una hija para comprarme cosas y decir	joy
look                  	joy
extrano tanto                	sadness
necesito un abrazo              	sadness
yo tengo muy buena suerte en mi do van ninos	joy
como se le hace para no extranar alguien    	sadness
no pongas prueba mi paciencia porque e      	joy
un par piernas nuevas por favor hace del lunes tengo	sadness
quiero otra serie como merli          	sadness
lo bien estaba yo hoy en playa y hacen ir	anger
volvi triste pa mi casa xq no tuve tu beso	sadness
volvio                  	joy
no puedo llegar              	sadness
no quiero pasar en mi casa toda tarde con dia	sadness
estoy tan enojada y triste vez cansada pasar estas cosas	sadness
muchas cosas por mi mente          	sadness
cago en youtube              	anger
mal                  	sadness
mi novio se va medio dia y yo asi no	sadness
esas veces necesitas un abrazo largo        	sadness
esto queda experiencia debo seguir salidas gente porque siempre se	joy
paja volver rutina              	sadness
fui dormir del orto y levante peor      	anger
volviendo nacer                	joy
en mi corazon gano toluca          	joy
no se leyendo esas cartas          	joy
? como esta hora            	sadness
? quien se le ocurre llamar una junta en sabado	sadness
va                  	joy
ya no se como empezar pero pues ahi vamos desde	sadness
quiero una torta              	sadness
no quiero irme aqui            	sadness
luego ganando el casi se lo gana con sabor tristeza	sadness
ya                  	sadness
ultimamente son solo noticias malas          	sadness
haber                  	joy
nadie quiere estar donde no se siente bienvenido    	sadness
vamos dar una vuelta            	joy
se fue el finde y no hice nada lo queria	sadness
26 en 24 hr en cd        	sadness
fumo                  	sadness
alguien al esta bastante aburrido          	joy
ya lo dijo  jajajajaja          	sadness
mi crush no habla            	sadness
esta empezando gustar              	sadness
muero sueno                	anger
menos mal faltan 7 dias para noma      	joy
estoy un tener 500 ? por ex      	sadness
triste pone no tener con quien compartir algunas cosas  	sadness
ya no quiere mas            	sadness
se puede llorar tanto x una pelicula      	sadness
intente cambiar una mi por una nueva y falle rompi	sadness
no quiero hacer maleta porque no quiero ir    	sadness
noche tan triste              	sadness
manana quiero playa  pero tanta noticia tienen en panico	sadness
siento triste                	sadness
ya va el otro            	joy
siempre e misma              	sadness
usted se puede una pija          	joy
triste haya gente tan poco profesional no le dieron  	sadness
mi                  	sadness
se                  	anger
estoy tratando dormir pero no puedo  lo peor e	sadness
bueno ya esta vamos empezar vuelta otra vez    	anger
un dia eres joven y al otro te levantas 500	joy
yo soy el izquierda gracias          	joy
e mi ano fuera casa y sigo poniendo triste cuando	sadness
v 9 pm hora local el equipo se hoy color	anger
hoy voy o voy echar menos        	sadness
hasta cuando podre volver dormir          	sadness
cada comentario boludo hay leer dios alguien saque los ojos	anger
jajaja buena onda              	joy
bajon no puedo escuchar musica en el      	anger
quiero playa y mi novio gracias bye      	sadness
el donde esta              	sadness
lit e muy no tener quien contarle mi situaciones y	sadness
quiero hacer algo              	anger
y ahora estas tu sin mi y hago con mi	sadness
pero voy pa '            	joy
triste e no poder comer nada con lo ricas son	sadness
rompe bola se pone con venir cuando tengo estudiar  	anger
buenos dia tengas el dia mereces        	joy
o cuando el al equipo musica        	anger
quiero salir                	joy
pense todo habia quedado en el olvido hasta hoy el	sadness
4am hora sale el up le unos y para ayudar	joy
no puedo gane el            	anger
pedazo pelotudo                	joy
esta hora y yo pensando en hice mal    	sadness
con esta situacion no dan ganas ni cama    	sadness
diez anos chocolate no vienen mas y mama viene meter	anger
necesitaria un consejo y un buen abrazo nada ma  	sadness
apenas van dar 11 y ya estan por mi casa	anger
ver si echar y y vamos poco poco limpiando el	joy
mejor hubiera quedado en casa          	sadness
extrano                  	sadness
3 dia                	anger
creo los 22 millones tiene manuel he sido yo  	sadness
tal vez sea lo mejor          	sadness
se todo seguia pedo            	sadness
corre y va nuevo            	joy
pobre mi novio con tanto cambio humor ya no tarda	sadness
control calidad esta volviendo loca y apenas llevamos una clase	sadness
y energia                	joy
q lindo finde gracias por tanto        	joy
mi dijo q asi parezco mujer algun si q e	sadness
linda ya e              	sadness
odio tener q hacer cosas por lpm      	anger
lo rapido puede cambiar mi humor e impresionante    	anger
alguien para hacer tour empanadas por el barrio    	sadness
mi solo importa alguien ni quiere presumir      	sadness
ahora va dormir toda tarde          	anger
ya no quiero perderme tratando nuevo        	sadness
yo pensaba nicolas maduro estaba en porque se habia muerto	sadness
quiere llevar plaza  adivinen quien se quiere matar  	joy
rubia aca conmigo              	sadness
menudo esta dando              	sadness
en mi top estan el papa y  queria  	joy
no se no haga extrano maduro los drone con fueron	joy
odio los tocan musica en los no dejan comer bien	anger
como caga no conteste si esta en linea    	anger
duro e esto              	sadness
se re pego el tema del marginal      	anger
ojala este                	sadness
pues listo                	joy
esa calma ante del caos          	joy
estaba abajo mi cama            	joy
vamos tener ir              	joy
no anda bien internet y no puedo jugar en linea	sadness
no dire nada pero            	joy
tanto perdi del mundo del ahora e      	sadness
pesar con lo paso con imagino e muy duro perder	sadness
siempre va encontrar              	joy
feo e no tener tu telefono aunque nadie te hable	sadness
este chabon tiene menos huevos yo  lo odio con	anger
soy una mala persona            	sadness
mega                  	anger
lo peor del domingo e decirle adios al    	sadness
son tantas fotos boludo            	anger
por mas dias como ese          	joy
al final el pajero del fran no hizo nada lo	anger
lo q sea por un masaje        	sadness
estoy muy wey para indirectas          	joy
hace el 40 por favor termine ya el partido  	anger
hoy te vi ya lo se pero algo en mi	sadness
ya vienen y yo sigo sin saber bailar    	sadness
miren e lunes y ya tienen todos pelota por el	joy
hasta el sueno se paso con el miedo hizo pasar	anger
odio gente sea muy y se quede viendo nunca han	anger
ir caminando y su olor porque una ella uso  	joy
podria haber sido un domingo pero no      	joy
ganas un abrazo suyo en este        	sadness
no quiero sea manana            	sadness
si por tu culpa fue          	joy
tambien estan e vaya caida          	sadness
no se si llorar o          	sadness
en sombra debilidad              	joy
siento nunca lo voy superar          	sadness
compre el disco para ir          	joy
queria seguir durmiendo calentita en mi cama      	sadness
ahora en mas todo sera por mi y para mi	joy
haces si en tu casa no hay accion pagar  	sadness
todos deberian entonces tener esto tiene acabar      	anger
pls                  	joy
gusta torta con con pero mi dame lo clasico con	joy
adivinen quien y comenzo llover  hermosa e vida  	joy
tu pinta sonrisas en            	joy
luna                  	anger
urge el cabello              	joy
hay noticias uno nunca quiere recibir no puedo    	sadness
hace como 40 anos no tengo relaciones      	anger
yo solo quiero un novio lleve siempre playa tanto pido	sadness
si para el miercoles no llega el voy tener hacer	joy
justin no tiene hermana            	sadness
el mal humor estoy manejando          	anger
dificil e despues tanto tiempo y no poder evitar sonreir	joy
