,text,label
12860,adivinen quien se fue comida hoy        ,joy
12861,este partido ya lo  vamoslau        ,anger
12862,hace rato jugando futbol en rodilla y para llorar por,sadness
12863,ahi te deje asi            ,joy
12864,anda cagar no puedo estar tranquila en esta casa  ,anger
12865,nunca lo culero eres            ,joy
12866,? hago yo aun despierta          ,joy
12867,extrano ver en tele            ,sadness
12868,los maestro hacen silencio cuando hacen prueba asi mismo lo,joy
12869,"yo siento bien bonito cuando mi amigas dicen "" mi",joy
12870,bonito fin semana              ,joy
12871,esa e nuestra tras hacer primera        ,joy
12872,otra sone lo matenme lpm lo peor e levanto enojada,anger
12873,miedo den en mi trabajos          ,sadness
12874,unos dias en casa para empezar con todo    ,joy
12875,5 anos tiene              ,anger
12876,detesto cuando hay cambios            ,anger
12877,mi vecinos son unos hdp          ,anger
12878,extrano mucho mi viejo            ,sadness
12879,salir al con amigo y pasar el bajon junto eso,sadness
12880,un y esta bien lejos          ,sadness
12881,ni queria qe hable            ,sadness
12882,siento algo jajaj y sin razon        ,sadness
12883,extrano mucho dormir sin preocuparme por madrugada      ,sadness
12884,9 y aun pregunto lo mismo        ,sadness
12885,siento mi mismo              ,sadness
12886,terrible yo 500 am en dia vacaciones esto para dormir,sadness
12887,tengo mucho miedo vuelva pasar lo mismo odiar carrera y,sadness
12888,querida no fue mi            ,sadness
12889,desde el miercoles estoy mal humor cuanto mas va durar,anger
12890,jajajaja no iba quedar sin mi taquitos      ,joy
12891,no hay cosa q odie mas q cuando se quiere,anger
12892,cb                  ,sadness
12893,q hermoso bb lastima el alto le pusieron    ,sadness
12894,e mi primer dia clases y ya voy 20 min,joy
12895,donde esta mi paciencia            ,anger
12896,ni voy cruzar ma linda          ,anger
12897,gracias por hacerme perder final          ,anger
12898,los pantalones d cuero no son lo mio    ,anger
12899,se va ser eterno hasta el martes     ,sadness
12900,hoy conoci un vato igual odia sus tios los y,joy
12901,jugar y dar resultados sus y paso podria dejar ser,anger
12902,causa conflicto sus goal sean pura ropa o maquillaje i,sadness
12903,siento re mal pero tengo unas ganas bk    ,sadness
12904,los like le damos tweet dicen mucho      ,joy
12905,y se va terminando el finde noma banito cena y,joy
12906,pinche senora oficina si va andar hablando 30 minutos con,anger
12907,sabes sera un buen dia cuando y el te sale,joy
12908,van salir tanto hacer reposo          ,sadness
12909,mocos y dolor garganta            ,sadness
12910,estoy cansada no se quien seguir aca y muero por,sadness
12911,esta piba hacer dar una bronca        ,anger
12912,por estas cosas              ,sadness
12913,feo llorar                ,sadness
12914,no se por soy asi tampoco doy cuenta    ,sadness
12915,con razon hacia frio en mi pieza si esta ventana,joy
12916,por nadie aviso hoy era el debate mi tia y,sadness
12917,los hay y pensar los nosotros sin saber quienes son,anger
12918,tanto el como ella    como no dormir,joy
12919,mana                  ,anger
12920,irme hr del trabajo y al estadio obvio aun no,joy
12921,veo tan triste              ,sadness
12922,trabajo un sabado esta hora estoy cama no quiero salir,anger
12923,ganas no dormir sola            ,sadness
12924,7 noches fiebre se vienen los        ,sadness
12925,te amo mi  f luis tu gordo    ,joy
12926,ya estoy camino una felicidad          ,joy
12927,yo solo espero y no te        ,sadness
12928,asi e                ,joy
12929,te extrano cada dia mas          ,sadness
12930,queria ir                ,sadness
12931,necesito descansar pero mi mente no lo      ,sadness
12932,alguien vida e un            ,sadness
12933,ya extrano                ,sadness
12934,quiero verlo david e muy tierno ese chico    ,joy
12935,ya no gusta lo q compre tengo pensado comprarme otra,anger
12936,cada dia extrano aun ma sus besos      ,sadness
12937,na                  ,anger
12938,pasan el pero no pasan final man city v  ,anger
12939,siento re mal y tengo ir trabajar aaaaa    ,sadness
12940,le falto el para luego y mas el equipo cada,joy
12941,aburrimiento                  ,anger
12942,aqui bien muerta              ,sadness
12943,hola                 ,joy
12944,para el mundial drone tampoco          ,sadness
12945,o guste este y ser asi habra muchos mas  ,joy
12946,rocio no hacer el 2 en eso      ,sadness
12947,voy levantar hay salir            ,joy
12948,se                  ,joy
12949,esa soy yo              ,joy
12950,no se como sentirme            ,sadness
12951,te vaya bien mejor            ,joy
12952,ya                  ,joy
12953,eso ir fiesta y tener muchas ganas bailar y no,sadness
12954,voy llegar tarde el gym si mi novia no sale,anger
12955,quiero tener mi papa en casa ya barba    ,sadness
12956,lo soy                ,joy
12957,ojala se pudiera llorar            ,sadness
12958,puede salir mal  una verguenza        ,anger
12959,son casi siete y aun no puedo comenzar estudiar estoy,sadness
12960,lo amas y por eso le        ,joy
12961,ya no se pensar            ,sadness
12962,corte el pelo y nadie se dio cuenta    ,anger
12963,quiero cantar en un            ,sadness
12964,ganas besos                ,sadness
12965,mi anda con cana del terror y yo muy con,sadness
12966,choca estar escuchando y entrar fb y k se x,anger
12967,un poco pereza pero con ganas crear los cambios siempre,joy
12968,como se lo extrana al viejito        ,sadness
12969,no soporto pasar por todo esto        ,sadness
12970,hasta hoy estoy dando cuenta vida e mucho mas cuando,anger
12971,o se te olvida llevas coche escuela      ,sadness
12972,estar solo cuando estas suena malo pero aveces e mejor,sadness
12973,lastima ma cuando dice te quiero y persona se lo,joy
12974,hoy e esas noches seria bueno tener alguien con quien,sadness
12975,saco                  ,anger
12976,estoy con toda palabras tengo para decir      ,sadness
12977,no explico como no estoy en el otro mundo ya,sadness
12978,quiero nueva camiseta boca ? porque soy tan pobre  ,sadness
12979,mi abuela se porto excelente durante noche  y durmio,joy
12980,gracias por compartir tus seguidores          ,joy
12981,el dron fallo              ,anger
12982,ojala todo esto valga pena          ,joy
12983,vivo al lado estufa            ,joy
12984,luz tu verdad              ,joy
12985,saben ustedes vejez si no tienen un sobrino manana entra,sadness
12986,en mi caso respuesta e le chupa un huevo  ,joy
12987,buenas horas para despertarme            ,joy
12988,hago todo                ,joy
12989,ya canse                ,sadness
12990,siempre tratando los tiempos pone ella        ,anger
12991,ya no habia sol cuando sali y como quiera queme,joy
12992,mc este haciendo              ,anger
12993,agosto uno mi favoritos            ,joy
12994,amo cuando hace sonreir      ,joy
12995,estoy con mucho dolor cabeza triste bajon      ,sadness
12996,tan lindo y gente basura          ,sadness
12997,te necesito en              ,sadness
12998,no soy no se cuantas veces lo tengo decir  ,sadness
12999,buenos dias gente gente bien  felizmiercoles      ,joy
13000,al final gano              ,joy
13001,tengo ir nunca mas voy ser flaca si sigo comiendo,sadness
13002,ese trap obviamente en su original e bien    ,joy
13003,lo estaba todo y ni cuenta habia dado    ,sadness
13004,ni ganas este viejo            ,anger
13005,trabajar                  ,sadness
13006,y siguen los              ,anger
13007,cortarme el cabello fue una mejores decisiones pude tomar en,joy
13008,esas no te puedes ni parar tu cama no se,sadness
13009,lo cago o lo cago          ,joy
13010,odio el ese              ,anger
13011,lo define tu vida e ? te hace feliz  ,joy
13012,gordo gato se hace el pq va adelante una se,anger
13013,mi mama no dijo feliz dia        ,sadness
13014,esta hora mi nivel cansancio asi bajo medio no quiero,sadness
13015,hoy no voy poder salir y ya puse mal humor,anger
13016,alguien mas quiere invitar al mc solo para pa q,sadness
13017,no he ido bien y ya extrano mi primo ,sadness
13018,se hecho costumbre escuchar musica sola en      ,sadness
13019,igual esta medio choto el dia espero para manana  ,joy
13020,nunca en vida voy conocer alguien como el    ,sadness
13021,rico el cabello una ropa comoda y pasar el dia,joy
13022,ir poco                ,joy
13023,re bien gracias por preguntar          ,joy
13024,toy toda enferma              ,sadness
13025,alguien paga entrada para hoy en        ,sadness
13026,este no tiene cara            ,anger
13027,vamos salir junta esta vieja te amo mucho    ,sadness
13028,frio recien llego y todavia falta ir entrenar    ,sadness
13029,penal querido                ,anger
13030,noche le regale los mejores suenos y el dia oportunidad,joy
13031,el uno siente cuando cosas se hablan bien    ,joy
13032,alguien lleve al cine            ,sadness
13033,alarma no sono              ,sadness
13034,no importa  este tipo e todo lo esta mal,anger
13035,? falta mucho para el lunes        ,sadness
13036,cuando lo estas pasando no fuera una realidad    ,sadness
13037,imagino lo dificil sera levantarme el dia entre clases y,sadness
13038,como sepa toda dosis si e una joda maximo hasta,anger
13039,no gusta banarme en el bano del gimnasio    ,joy
13040,da cosa entrar twitter por ahora lit todo e pura,anger
13041,he ido al y no he comprado ahora arrepiento  ,sadness
13042,6 del dia mas triste mi vida      ,sadness
13043,pensar q ante salia este o lloviendo y ahora ya,joy
13044,falta mucho para el finde lo extrano      ,sadness
13045,soy una persona le encanta ayudar soy muy paciente cuando,joy
13046,? como dejar ser r con nuevas persona hola ,joy
13047,cuandotepiensosiento no puedo evitar recordar y buenos momentos    ,joy
13048,no te paro extranar            ,sadness
13049,hoy 10 manana llegue parece fue buena noche    ,joy
13050,estoy tres hacer un            ,anger
13051,rompe mucho pelota mi amigas pasen mal por idiotas no,anger
13052,esta bien estar en y pocas amistades se hagan  ,joy
13053,nunca dio tanto miedo comenzar algo en serio    ,sadness
13054,extrano mi                ,sadness
13055,ojo aqui                ,joy
13056,ja                  ,anger
13057,si hay algo peor perder en el casino no quiero,anger
13058,como encantaria pasar el cumpleanos mi viejo con el ,sadness
13059,una hermosa oportunidad para seguir          ,joy
13060,no volvemos encontrar              ,joy
13061,y apenas hace 15 dias hice mi      ,sadness
13062,mi mejor foto como diosa          ,sadness
13063,yo con y              ,anger
13064,bonita hora se le da por este perro celular  ,anger
13065,estoy enojado                ,anger
13066,bro                  ,sadness
13067,pq sale esta basura cancion          ,anger
13068,tengo maldicion                ,anger
13069,bueno hoy vienen mi primo pequenos playa va ser un,joy
13070,si viendo el festival una eres los mios y te,joy
13071,rabia e impotencia da ver noticias como esta    ,anger
13072,nunca habia sentido tan pero tan mal q semana fea,sadness
13073,imposible                  ,joy
13074,siento una parte se mi ya no dolio pero el,sadness
13075,ya fue voy acostar nuevo          ,sadness
13076,no importa si tiene un encima el e momento ,sadness
13077,levante con el mismo sueno feo estos dias esto c,sadness
13078,i besitos y y seguir durmiendo        ,sadness
13079,gracias gracias gracias              ,joy
13080,? como se deja extranar gente        ,sadness
13081,veces tengo miedo lo mate con tiene      ,sadness
13082,no estoy diciendo y entiendo totalmente pero hay un misma,joy
13083,como el bus no era caro ni nada se han,anger
13084,quedare con ganas salir no mas        ,sadness
13085,muero del sueno              ,sadness
13086,hoy si el orgullo aunque muera por verte    ,sadness
13087,bonito el dia en viene dar gripa      ,joy
13088,esas son mujeres              ,joy
13089,he dejado sin querer mi gato encerrado en el una,joy
13090,con                  ,sadness
13091,pero siento algo mi no esta        ,sadness
13092,y neta esta hora si estoy solito como pinche perro,sadness
13093,quisiera ser esas persona conocen el amor propio y no,sadness
13094,e mejor en version salsa lastima mi audifonos estan lejos,sadness
13095,yo y mi cumpleanos mas puedo pasar      ,sadness
13096,ya estoy extranando mi perras y todavia ni fui  ,sadness
